,Time stamp,Open,Close,High,Low,Volume,Open_lag_1,Open_lag_2,Open_lag_3,Close_lag_1,Close_lag_2,Close_lag_3,High_lag_1,High_lag_2,High_lag_3,Low_lag_1,Low_lag_2,Low_lag_3,Volume_lag_1,Volume_lag_2,Volume_lag_3
12,2020-02-14 15:47:00,324.4,324.43,324.45,324.34,43494.0,324.37,324.18,324.04,324.34,324.37,324.16,324.45,324.45,324.19,324.29,324.18,324.04,41074.0,86499.0,37347.0
13,2020-02-14 15:46:00,324.37,324.34,324.45,324.29,41074.0,324.18,324.04,324.0,324.37,324.16,324.02,324.45,324.19,324.09,324.18,324.04,324.0,86499.0,37347.0,22978.0
14,2020-02-14 15:45:00,324.18,324.37,324.45,324.18,86499.0,324.04,324.0,324.02,324.16,324.02,324.0,324.19,324.09,324.04,324.04,324.0,323.95,37347.0,22978.0,21580.0
15,2020-02-14 15:44:00,324.04,324.16,324.19,324.04,37347.0,324.0,324.02,324.1,324.02,324.0,324.02,324.09,324.04,324.12,324.0,323.95,323.94,22978.0,21580.0,41659.0
16,2020-02-14 15:43:00,324.0,324.02,324.09,324.0,22978.0,324.02,324.1,324.11,324.0,324.02,324.11,324.04,324.12,324.13,323.95,323.94,324.05,21580.0,41659.0,23619.0
17,2020-02-14 15:42:00,324.02,324.0,324.04,323.95,21580.0,324.1,324.11,324.13,324.02,324.11,324.12,324.12,324.13,324.15,323.94,324.05,324.08,41659.0,23619.0,22182.0
18,2020-02-14 15:41:00,324.1,324.02,324.12,323.94,41659.0,324.11,324.13,324.09,324.11,324.12,324.13,324.13,324.15,324.16,324.05,324.08,324.05,23619.0,22182.0,28459.0
19,2020-02-14 15:40:00,324.11,324.11,324.13,324.05,23619.0,324.13,324.09,324.09,324.12,324.13,324.09,324.15,324.16,324.16,324.08,324.05,323.97,22182.0,28459.0,35134.0
20,2020-02-14 15:39:00,324.13,324.12,324.15,324.08,22182.0,324.09,324.09,323.95,324.13,324.09,324.11,324.16,324.16,324.14,324.05,323.97,323.91,28459.0,35134.0,52855.0
21,2020-02-14 15:38:00,324.09,324.13,324.16,324.05,28459.0,324.09,323.95,323.81,324.09,324.11,323.94,324.16,324.14,323.97,323.97,323.91,323.81,35134.0,52855.0,30759.0
22,2020-02-14 15:37:00,324.09,324.09,324.16,323.97,35134.0,323.95,323.81,323.77,324.11,323.94,323.82,324.14,323.97,323.85,323.91,323.81,323.71,52855.0,30759.0,38959.0
23,2020-02-14 15:36:00,323.95,324.11,324.14,323.91,52855.0,323.81,323.77,323.68,323.94,323.82,323.76,323.97,323.85,323.82,323.81,323.71,323.68,30759.0,38959.0,35603.0
24,2020-02-14 15:35:00,323.81,323.94,323.97,323.81,30759.0,323.77,323.68,323.78,323.82,323.76,323.68,323.85,323.82,323.79,323.71,323.68,323.66,38959.0,35603.0,28333.0
25,2020-02-14 15:34:00,323.77,323.82,323.85,323.71,38959.0,323.68,323.78,323.76,323.76,323.68,323.78,323.82,323.79,323.84,323.68,323.66,323.71,35603.0,28333.0,25524.0
26,2020-02-14 15:33:00,323.68,323.76,323.82,323.68,35603.0,323.78,323.76,323.72,323.68,323.78,323.73,323.79,323.84,323.75,323.66,323.71,323.61,28333.0,25524.0,29403.0
27,2020-02-14 15:32:00,323.78,323.68,323.79,323.66,28333.0,323.76,323.72,323.79,323.78,323.73,323.75,323.84,323.75,323.79,323.71,323.61,323.66,25524.0,29403.0,32638.0
28,2020-02-14 15:31:00,323.76,323.78,323.84,323.71,25524.0,323.72,323.79,323.96,323.73,323.75,323.77,323.75,323.79,323.96,323.61,323.66,323.69,29403.0,32638.0,48937.0
29,2020-02-14 15:30:00,323.72,323.73,323.75,323.61,29403.0,323.79,323.96,323.88,323.75,323.77,323.97,323.79,323.96,324.0,323.66,323.69,323.88,32638.0,48937.0,24503.0
30,2020-02-14 15:29:00,323.79,323.75,323.79,323.66,32638.0,323.96,323.88,323.83,323.77,323.97,323.89,323.96,324.0,323.93,323.69,323.88,323.82,48937.0,24503.0,19782.0
31,2020-02-14 15:28:00,323.96,323.77,323.96,323.69,48937.0,323.88,323.83,323.84,323.97,323.89,323.85,324.0,323.93,323.9,323.88,323.82,323.78,24503.0,19782.0,16473.0
32,2020-02-14 15:27:00,323.88,323.97,324.0,323.88,24503.0,323.83,323.84,323.86,323.89,323.85,323.86,323.93,323.9,323.9,323.82,323.78,323.73,19782.0,16473.0,30170.0
33,2020-02-14 15:26:00,323.83,323.89,323.93,323.82,19782.0,323.84,323.86,323.88,323.85,323.86,323.87,323.9,323.9,323.96,323.78,323.73,323.85,16473.0,30170.0,23783.0
34,2020-02-14 15:25:00,323.84,323.85,323.9,323.78,16473.0,323.86,323.88,323.82,323.86,323.87,323.86,323.9,323.96,324.01,323.73,323.85,323.76,30170.0,23783.0,96945.0
35,2020-02-14 15:24:00,323.86,323.86,323.9,323.73,30170.0,323.88,323.82,323.8,323.87,323.86,323.82,323.96,324.01,323.9,323.85,323.76,323.79,23783.0,96945.0,32424.0
36,2020-02-14 15:23:00,323.88,323.87,323.96,323.85,23783.0,323.82,323.8,323.92,323.86,323.82,323.8,324.01,323.9,323.97,323.76,323.79,323.8,96945.0,32424.0,39292.0
37,2020-02-14 15:22:00,323.82,323.86,324.01,323.76,96945.0,323.8,323.92,324.04,323.82,323.8,323.93,323.9,323.97,324.09,323.79,323.8,323.93,32424.0,39292.0,58540.0
38,2020-02-14 15:21:00,323.8,323.82,323.9,323.79,32424.0,323.92,324.04,324.02,323.8,323.93,324.03,323.97,324.09,324.1,323.8,323.93,324.0,39292.0,58540.0,20209.0
39,2020-02-14 15:20:00,323.92,323.8,323.97,323.8,39292.0,324.04,324.02,324.08,323.93,324.03,324.01,324.09,324.1,324.09,323.93,324.0,324.0,58540.0,20209.0,28812.0
40,2020-02-14 15:19:00,324.04,323.93,324.09,323.93,58540.0,324.02,324.08,324.05,324.03,324.01,324.08,324.1,324.09,324.13,324.0,324.0,324.0,20209.0,28812.0,25424.0
41,2020-02-14 15:18:00,324.02,324.03,324.1,324.0,20209.0,324.08,324.05,324.09,324.01,324.08,324.05,324.09,324.13,324.14,324.0,324.0,324.05,28812.0,25424.0,38532.0
42,2020-02-14 15:17:00,324.08,324.01,324.09,324.0,28812.0,324.05,324.09,324.05,324.08,324.05,324.07,324.13,324.14,324.13,324.0,324.05,324.0,25424.0,38532.0,29543.0
43,2020-02-14 15:16:00,324.05,324.08,324.13,324.0,25424.0,324.09,324.05,324.09,324.05,324.07,324.04,324.14,324.13,324.2,324.05,324.0,324.01,38532.0,29543.0,24206.0
44,2020-02-14 15:15:00,324.09,324.05,324.14,324.05,38532.0,324.05,324.09,324.22,324.07,324.04,324.07,324.13,324.2,324.23,324.0,324.01,323.99,29543.0,24206.0,61232.0
45,2020-02-14 15:14:00,324.05,324.07,324.13,324.0,29543.0,324.09,324.22,324.4,324.04,324.07,324.2,324.2,324.23,324.51,324.01,323.99,324.2,24206.0,61232.0,35635.0
46,2020-02-14 15:13:00,324.09,324.04,324.2,324.01,24206.0,324.22,324.4,324.36,324.07,324.2,324.41,324.23,324.51,324.41,323.99,324.2,324.22,61232.0,35635.0,23496.0
47,2020-02-14 15:12:00,324.22,324.07,324.23,323.99,61232.0,324.4,324.36,324.45,324.2,324.41,324.35,324.51,324.41,324.46,324.2,324.22,324.3,35635.0,23496.0,24825.0
48,2020-02-14 15:11:00,324.4,324.2,324.51,324.2,35635.0,324.36,324.45,324.44,324.41,324.35,324.46,324.41,324.46,324.51,324.22,324.3,324.39,23496.0,24825.0,20664.0
49,2020-02-14 15:10:00,324.36,324.41,324.41,324.22,23496.0,324.45,324.44,324.32,324.35,324.46,324.45,324.46,324.51,324.45,324.3,324.39,324.26,24825.0,20664.0,20720.0
50,2020-02-14 15:09:00,324.45,324.35,324.46,324.3,24825.0,324.44,324.32,324.28,324.46,324.45,324.33,324.51,324.45,324.39,324.39,324.26,324.21,20664.0,20720.0,28101.0
51,2020-02-14 15:08:00,324.44,324.46,324.51,324.39,20664.0,324.32,324.28,324.25,324.45,324.33,324.23,324.45,324.39,324.34,324.26,324.21,324.22,20720.0,28101.0,11943.0
52,2020-02-14 15:07:00,324.32,324.45,324.45,324.26,20720.0,324.28,324.25,324.28,324.33,324.23,324.21,324.39,324.34,324.37,324.21,324.22,324.2,28101.0,11943.0,21726.0
53,2020-02-14 15:06:00,324.28,324.33,324.39,324.21,28101.0,324.25,324.28,324.41,324.23,324.21,324.27,324.34,324.37,324.44,324.22,324.2,324.27,11943.0,21726.0,19582.0
54,2020-02-14 15:05:00,324.25,324.23,324.34,324.22,11943.0,324.28,324.41,324.33,324.21,324.27,324.4,324.37,324.44,324.46,324.2,324.27,324.33,21726.0,19582.0,12633.0
55,2020-02-14 15:04:00,324.28,324.21,324.37,324.2,21726.0,324.41,324.33,324.49,324.27,324.4,324.31,324.44,324.46,324.49,324.27,324.33,324.25,19582.0,12633.0,31431.0
56,2020-02-14 15:03:00,324.41,324.27,324.44,324.27,19582.0,324.33,324.49,324.46,324.4,324.31,324.47,324.46,324.49,324.53,324.33,324.25,324.44,12633.0,31431.0,29541.0
57,2020-02-14 15:02:00,324.33,324.4,324.46,324.33,12633.0,324.49,324.46,324.39,324.31,324.47,324.47,324.49,324.53,324.47,324.25,324.44,324.35,31431.0,29541.0,18910.0
58,2020-02-14 15:01:00,324.49,324.31,324.49,324.25,31431.0,324.46,324.39,324.41,324.47,324.47,324.37,324.53,324.47,324.48,324.44,324.35,324.31,29541.0,18910.0,25509.0
59,2020-02-14 15:00:00,324.46,324.47,324.53,324.44,29541.0,324.39,324.41,324.3,324.47,324.37,324.39,324.47,324.48,324.41,324.35,324.31,324.3,18910.0,25509.0,19295.0
60,2020-02-14 14:59:00,324.39,324.47,324.47,324.35,18910.0,324.41,324.3,324.21,324.37,324.39,324.29,324.48,324.41,324.34,324.31,324.3,324.2,25509.0,19295.0,32462.0
61,2020-02-14 14:58:00,324.41,324.37,324.48,324.31,25509.0,324.3,324.21,324.14,324.39,324.29,324.18,324.41,324.34,324.21,324.3,324.2,324.11,19295.0,32462.0,28208.0
62,2020-02-14 14:57:00,324.3,324.39,324.41,324.3,19295.0,324.21,324.14,324.18,324.29,324.18,324.12,324.34,324.21,324.19,324.2,324.11,324.04,32462.0,28208.0,17140.0
63,2020-02-14 14:56:00,324.21,324.29,324.34,324.2,32462.0,324.14,324.18,324.21,324.18,324.12,324.17,324.21,324.19,324.25,324.11,324.04,324.17,28208.0,17140.0,16409.0
64,2020-02-14 14:55:00,324.14,324.18,324.21,324.11,28208.0,324.18,324.21,324.17,324.12,324.17,324.22,324.19,324.25,324.25,324.04,324.17,324.13,17140.0,16409.0,22926.0
65,2020-02-14 14:54:00,324.18,324.12,324.19,324.04,17140.0,324.21,324.17,324.16,324.17,324.22,324.16,324.25,324.25,324.25,324.17,324.13,324.11,16409.0,22926.0,20324.0
66,2020-02-14 14:53:00,324.21,324.17,324.25,324.17,16409.0,324.17,324.16,324.14,324.22,324.16,324.17,324.25,324.25,324.17,324.13,324.11,324.09,22926.0,20324.0,15464.0
67,2020-02-14 14:52:00,324.17,324.22,324.25,324.13,22926.0,324.16,324.14,324.2,324.16,324.17,324.15,324.25,324.17,324.21,324.11,324.09,324.11,20324.0,15464.0,17188.0
68,2020-02-14 14:51:00,324.16,324.16,324.25,324.11,20324.0,324.14,324.2,324.09,324.17,324.15,324.2,324.17,324.21,324.27,324.09,324.11,324.07,15464.0,17188.0,27439.0
69,2020-02-14 14:50:00,324.14,324.17,324.17,324.09,15464.0,324.2,324.09,324.03,324.15,324.2,324.06,324.21,324.27,324.17,324.11,324.07,324.02,17188.0,27439.0,20058.0
70,2020-02-14 14:49:00,324.2,324.15,324.21,324.11,17188.0,324.09,324.03,324.26,324.2,324.06,324.05,324.27,324.17,324.27,324.07,324.02,324.05,27439.0,20058.0,22798.0
71,2020-02-14 14:48:00,324.09,324.2,324.27,324.07,27439.0,324.03,324.26,324.34,324.06,324.05,324.22,324.17,324.27,324.34,324.02,324.05,324.22,20058.0,22798.0,15588.0
72,2020-02-14 14:47:00,324.03,324.06,324.17,324.02,20058.0,324.26,324.34,324.23,324.05,324.22,324.34,324.27,324.34,324.38,324.05,324.22,324.2,22798.0,15588.0,14220.0
73,2020-02-14 14:46:00,324.26,324.05,324.27,324.05,22798.0,324.34,324.23,324.29,324.22,324.34,324.23,324.34,324.38,324.34,324.22,324.2,324.23,15588.0,14220.0,13894.0
74,2020-02-14 14:45:00,324.34,324.22,324.34,324.22,15588.0,324.23,324.29,324.36,324.34,324.23,324.29,324.38,324.34,324.36,324.2,324.23,324.23,14220.0,13894.0,39246.0
75,2020-02-14 14:44:00,324.23,324.34,324.38,324.2,14220.0,324.29,324.36,324.43,324.23,324.29,324.35,324.34,324.36,324.46,324.23,324.23,324.33,13894.0,39246.0,13478.0
76,2020-02-14 14:43:00,324.29,324.23,324.34,324.23,13894.0,324.36,324.43,324.55,324.29,324.35,324.36,324.36,324.46,324.55,324.23,324.33,324.35,39246.0,13478.0,19887.0
77,2020-02-14 14:42:00,324.36,324.29,324.36,324.23,39246.0,324.43,324.55,324.61,324.35,324.36,324.54,324.46,324.55,324.62,324.33,324.35,324.41,13478.0,19887.0,25424.0
78,2020-02-14 14:41:00,324.43,324.35,324.46,324.33,13478.0,324.55,324.61,324.56,324.36,324.54,324.61,324.55,324.62,324.61,324.35,324.41,324.51,19887.0,25424.0,57199.0
79,2020-02-14 14:40:00,324.55,324.36,324.55,324.35,19887.0,324.61,324.56,324.42,324.54,324.61,324.57,324.62,324.61,324.62,324.41,324.51,324.41,25424.0,57199.0,50115.0
80,2020-02-14 14:39:00,324.61,324.54,324.62,324.41,25424.0,324.56,324.42,324.45,324.61,324.57,324.35,324.61,324.62,324.51,324.51,324.41,324.3,57199.0,50115.0,51118.0
81,2020-02-14 14:38:00,324.56,324.61,324.61,324.51,57199.0,324.42,324.45,324.21,324.57,324.35,324.45,324.62,324.51,324.46,324.41,324.3,324.15,50115.0,51118.0,104739.0
82,2020-02-14 14:37:00,324.42,324.57,324.62,324.41,50115.0,324.45,324.21,324.2,324.35,324.45,324.19,324.51,324.46,324.2,324.3,324.15,324.1,51118.0,104739.0,48267.0
83,2020-02-14 14:36:00,324.45,324.35,324.51,324.3,51118.0,324.21,324.2,323.92,324.45,324.19,324.23,324.46,324.2,324.3,324.15,324.1,323.92,104739.0,48267.0,48013.0
84,2020-02-14 14:35:00,324.21,324.45,324.46,324.15,104739.0,324.2,323.92,324.03,324.19,324.23,323.9,324.2,324.3,324.04,324.1,323.92,323.85,48267.0,48013.0,28772.0
85,2020-02-14 14:34:00,324.2,324.19,324.2,324.1,48267.0,323.92,324.03,324.04,324.23,323.9,324.02,324.3,324.04,324.11,323.92,323.85,323.98,48013.0,28772.0,28641.0
86,2020-02-14 14:33:00,323.92,324.23,324.3,323.92,48013.0,324.03,324.04,324.12,323.9,324.02,324.06,324.04,324.11,324.13,323.85,323.98,324.03,28772.0,28641.0,20861.0
87,2020-02-14 14:32:00,324.03,323.9,324.04,323.85,28772.0,324.04,324.12,324.15,324.02,324.06,324.13,324.11,324.13,324.21,323.98,324.03,324.12,28641.0,20861.0,35075.0
88,2020-02-14 14:31:00,324.04,324.02,324.11,323.98,28641.0,324.12,324.15,324.11,324.06,324.13,324.14,324.13,324.21,324.19,324.03,324.12,324.1,20861.0,35075.0,18832.0
89,2020-02-14 14:30:00,324.12,324.06,324.13,324.03,20861.0,324.15,324.11,324.08,324.13,324.14,324.13,324.21,324.19,324.26,324.12,324.1,324.08,35075.0,18832.0,40239.0
90,2020-02-14 14:29:00,324.15,324.13,324.21,324.12,35075.0,324.11,324.08,324.02,324.14,324.13,324.08,324.19,324.26,324.08,324.1,324.08,323.96,18832.0,40239.0,35831.0
91,2020-02-14 14:28:00,324.11,324.14,324.19,324.1,18832.0,324.08,324.02,323.97,324.13,324.08,323.98,324.26,324.08,324.05,324.08,323.96,323.94,40239.0,35831.0,28948.0
92,2020-02-14 14:27:00,324.08,324.13,324.26,324.08,40239.0,324.02,323.97,323.97,324.08,323.98,323.95,324.08,324.05,323.98,323.96,323.94,323.87,35831.0,28948.0,25396.0
93,2020-02-14 14:26:00,324.02,324.08,324.08,323.96,35831.0,323.97,323.97,323.77,323.98,323.95,323.98,324.05,323.98,323.99,323.94,323.87,323.77,28948.0,25396.0,52993.0
94,2020-02-14 14:25:00,323.97,323.98,324.05,323.94,28948.0,323.97,323.77,323.71,323.95,323.98,323.76,323.98,323.99,323.76,323.87,323.77,323.57,25396.0,52993.0,38625.0
95,2020-02-14 14:24:00,323.97,323.95,323.98,323.87,25396.0,323.77,323.71,323.71,323.98,323.76,323.7,323.99,323.76,323.8,323.77,323.57,323.62,52993.0,38625.0,50013.0
96,2020-02-14 14:23:00,323.77,323.98,323.99,323.77,52993.0,323.71,323.71,323.58,323.76,323.7,323.71,323.76,323.8,323.76,323.57,323.62,323.57,38625.0,50013.0,39807.0
97,2020-02-14 14:22:00,323.71,323.76,323.76,323.57,38625.0,323.71,323.58,323.48,323.7,323.71,323.57,323.8,323.76,323.64,323.62,323.57,323.48,50013.0,39807.0,59537.0
98,2020-02-14 14:21:00,323.71,323.7,323.8,323.62,50013.0,323.58,323.48,323.57,323.71,323.57,323.44,323.76,323.64,323.57,323.57,323.48,323.34,39807.0,59537.0,82867.0
99,2020-02-14 14:20:00,323.58,323.71,323.76,323.57,39807.0,323.48,323.57,323.63,323.57,323.44,323.56,323.64,323.57,323.71,323.48,323.34,323.53,59537.0,82867.0,54531.0
100,2020-02-14 14:19:00,323.48,323.57,323.64,323.48,59537.0,323.57,323.63,323.88,323.44,323.56,323.64,323.57,323.71,323.93,323.34,323.53,323.58,82867.0,54531.0,49642.0
101,2020-02-14 14:18:00,323.57,323.44,323.57,323.34,82867.0,323.63,323.88,323.86,323.56,323.64,323.88,323.71,323.93,323.92,323.53,323.58,323.79,54531.0,49642.0,50493.0
102,2020-02-14 14:17:00,323.63,323.56,323.71,323.53,54531.0,323.88,323.86,324.05,323.64,323.88,323.86,323.93,323.92,324.05,323.58,323.79,323.86,49642.0,50493.0,43665.0
103,2020-02-14 14:16:00,323.88,323.64,323.93,323.58,49642.0,323.86,324.05,324.16,323.88,323.86,324.05,323.92,324.05,324.16,323.79,323.86,324.03,50493.0,43665.0,29776.0
104,2020-02-14 14:15:00,323.86,323.88,323.92,323.79,50493.0,324.05,324.16,324.27,323.86,324.05,324.14,324.05,324.16,324.31,323.86,324.03,324.12,43665.0,29776.0,24908.0
105,2020-02-14 14:14:00,324.05,323.86,324.05,323.86,43665.0,324.16,324.27,324.33,324.05,324.14,324.27,324.16,324.31,324.33,324.03,324.12,324.23,29776.0,24908.0,21261.0
106,2020-02-14 14:13:00,324.16,324.05,324.16,324.03,29776.0,324.27,324.33,324.27,324.14,324.27,324.34,324.31,324.33,324.37,324.12,324.23,324.16,24908.0,21261.0,21444.0
107,2020-02-14 14:12:00,324.27,324.14,324.31,324.12,24908.0,324.33,324.27,324.21,324.27,324.34,324.26,324.33,324.37,324.26,324.23,324.16,324.21,21261.0,21444.0,15428.0
108,2020-02-14 14:11:00,324.33,324.27,324.33,324.23,21261.0,324.27,324.21,324.2,324.34,324.26,324.23,324.37,324.26,324.29,324.16,324.21,324.19,21444.0,15428.0,22696.0
109,2020-02-14 14:10:00,324.27,324.34,324.37,324.16,21444.0,324.21,324.2,324.18,324.26,324.23,324.18,324.26,324.29,324.23,324.21,324.19,324.12,15428.0,22696.0,18556.0
110,2020-02-14 14:09:00,324.21,324.26,324.26,324.21,15428.0,324.2,324.18,324.26,324.23,324.18,324.18,324.29,324.23,324.29,324.19,324.12,324.16,22696.0,18556.0,28762.0
111,2020-02-14 14:08:00,324.2,324.23,324.29,324.19,22696.0,324.18,324.26,324.42,324.18,324.18,324.25,324.23,324.29,324.44,324.12,324.16,324.25,18556.0,28762.0,35729.0
112,2020-02-14 14:07:00,324.18,324.18,324.23,324.12,18556.0,324.26,324.42,324.38,324.18,324.25,324.43,324.29,324.44,324.47,324.16,324.25,324.37,28762.0,35729.0,24099.0
113,2020-02-14 14:06:00,324.26,324.18,324.29,324.16,28762.0,324.42,324.38,324.35,324.25,324.43,324.38,324.44,324.47,324.44,324.25,324.37,324.27,35729.0,24099.0,27092.0
114,2020-02-14 14:05:00,324.42,324.25,324.44,324.25,35729.0,324.38,324.35,324.28,324.43,324.38,324.35,324.47,324.44,324.46,324.37,324.27,324.28,24099.0,27092.0,26432.0
115,2020-02-14 14:04:00,324.38,324.43,324.47,324.37,24099.0,324.35,324.28,324.18,324.38,324.35,324.28,324.44,324.46,324.32,324.27,324.28,324.17,27092.0,26432.0,26538.0
116,2020-02-14 14:03:00,324.35,324.38,324.44,324.27,27092.0,324.28,324.18,324.08,324.35,324.28,324.19,324.46,324.32,324.24,324.28,324.17,324.04,26432.0,26538.0,35993.0
117,2020-02-14 14:02:00,324.28,324.35,324.46,324.28,26432.0,324.18,324.08,324.15,324.28,324.19,324.08,324.32,324.24,324.24,324.17,324.04,324.08,26538.0,35993.0,42550.0
118,2020-02-14 14:01:00,324.18,324.28,324.32,324.17,26538.0,324.08,324.15,324.04,324.19,324.08,324.13,324.24,324.24,324.18,324.04,324.08,323.95,35993.0,42550.0,38706.0
119,2020-02-14 14:00:00,324.08,324.19,324.24,324.04,35993.0,324.15,324.04,324.16,324.08,324.13,324.06,324.24,324.18,324.2,324.08,323.95,324.06,42550.0,38706.0,54415.0
120,2020-02-14 13:59:00,324.15,324.08,324.24,324.08,42550.0,324.04,324.16,324.27,324.13,324.06,324.18,324.18,324.2,324.27,323.95,324.06,324.17,38706.0,54415.0,17538.0
121,2020-02-14 13:58:00,324.04,324.13,324.18,323.95,38706.0,324.16,324.27,324.32,324.06,324.18,324.28,324.2,324.27,324.33,324.06,324.17,324.2,54415.0,17538.0,20892.0
122,2020-02-14 13:57:00,324.16,324.06,324.2,324.06,54415.0,324.27,324.32,324.35,324.18,324.28,324.3,324.27,324.33,324.38,324.17,324.2,324.22,17538.0,20892.0,22812.0
123,2020-02-14 13:56:00,324.27,324.18,324.27,324.17,17538.0,324.32,324.35,324.55,324.28,324.3,324.33,324.33,324.38,324.57,324.2,324.22,324.23,20892.0,22812.0,43328.0
124,2020-02-14 13:55:00,324.32,324.28,324.33,324.2,20892.0,324.35,324.55,324.45,324.3,324.33,324.51,324.38,324.57,324.56,324.22,324.23,324.44,22812.0,43328.0,21513.0
125,2020-02-14 13:54:00,324.35,324.3,324.38,324.22,22812.0,324.55,324.45,324.51,324.33,324.51,324.43,324.57,324.56,324.51,324.23,324.44,324.43,43328.0,21513.0,13332.0
126,2020-02-14 13:53:00,324.55,324.33,324.57,324.23,43328.0,324.45,324.51,324.43,324.51,324.43,324.53,324.56,324.51,324.53,324.44,324.43,324.37,21513.0,13332.0,16443.0
127,2020-02-14 13:52:00,324.45,324.51,324.56,324.44,21513.0,324.51,324.43,324.35,324.43,324.53,324.41,324.51,324.53,324.43,324.43,324.37,324.33,13332.0,16443.0,18238.0
128,2020-02-14 13:51:00,324.51,324.43,324.51,324.43,13332.0,324.43,324.35,324.49,324.53,324.41,324.38,324.53,324.43,324.58,324.37,324.33,324.35,16443.0,18238.0,27812.0
129,2020-02-14 13:50:00,324.43,324.53,324.53,324.37,16443.0,324.35,324.49,324.54,324.41,324.38,324.47,324.43,324.58,324.65,324.33,324.35,324.45,18238.0,27812.0,28333.0
130,2020-02-14 13:49:00,324.35,324.41,324.43,324.33,18238.0,324.49,324.54,324.67,324.38,324.47,324.56,324.58,324.65,324.7,324.35,324.45,324.55,27812.0,28333.0,15495.0
131,2020-02-14 13:48:00,324.49,324.38,324.58,324.35,27812.0,324.54,324.67,324.72,324.47,324.56,324.65,324.65,324.7,324.76,324.45,324.55,324.64,28333.0,15495.0,19923.0
132,2020-02-14 13:47:00,324.54,324.47,324.65,324.45,28333.0,324.67,324.72,324.75,324.56,324.65,324.74,324.7,324.76,324.83,324.55,324.64,324.72,15495.0,19923.0,16848.0
133,2020-02-14 13:46:00,324.67,324.56,324.7,324.55,15495.0,324.72,324.75,324.71,324.65,324.74,324.73,324.76,324.83,324.78,324.64,324.72,324.68,19923.0,16848.0,16265.0
134,2020-02-14 13:45:00,324.72,324.65,324.76,324.64,19923.0,324.75,324.71,324.7,324.74,324.73,324.71,324.83,324.78,324.73,324.72,324.68,324.68,16848.0,16265.0,10535.0
135,2020-02-14 13:44:00,324.75,324.74,324.83,324.72,16848.0,324.71,324.7,324.66,324.73,324.71,324.68,324.78,324.73,324.73,324.68,324.68,324.65,16265.0,10535.0,14512.0
136,2020-02-14 13:43:00,324.71,324.73,324.78,324.68,16265.0,324.7,324.66,324.63,324.71,324.68,324.64,324.73,324.73,324.67,324.68,324.65,324.6,10535.0,14512.0,14984.0
137,2020-02-14 13:42:00,324.7,324.71,324.73,324.68,10535.0,324.66,324.63,324.68,324.68,324.64,324.6,324.73,324.67,324.68,324.65,324.6,324.59,14512.0,14984.0,13366.0
